level,dimensions,kg,representation,prompt_type,temperature_label,cq_complexity,n,syntax_ok_count,syntax_ok_rate,satisfiable_count,satisfiable_rate,deterministic_count,deterministic_rate,all_checks_passed_count,all_checks_passed_rate,nonzero_rows_count,nonzero_rows_rate,avg_rows
kg__representation__prompt_type__temperature_label,kg|representation|prompt_type|temperature_label,kwg,axiom,cot,temp1.0,,15,15,1.0,10,0.6667,15,1.0,10,0.6667,10,0.6667,146.1333
kg__representation__prompt_type__temperature_label,kg|representation|prompt_type|temperature_label,kwg,"axiom, nen",0_shot,temp0.0,,15,15,1.0,4,0.2667,15,1.0,4,0.2667,4,0.2667,116.0667
kg__representation__prompt_type__temperature_label,kg|representation|prompt_type|temperature_label,kwg,"axiom, nen",0_shot,temp1.0,,15,15,1.0,5,0.3333,15,1.0,5,0.3333,5,0.3333,114.6667
kg__representation__prompt_type__temperature_label,kg|representation|prompt_type|temperature_label,kwg,"axiom, nen",cot,temp0.0,,15,15,1.0,7,0.4667,15,1.0,7,0.4667,8,0.5333,236.6667
kg__representation__prompt_type__temperature_label,kg|representation|prompt_type|temperature_label,kwg,"axiom, nen",cot,temp1.0,,15,15,1.0,7,0.4667,15,1.0,7,0.4667,7,0.4667,192.2
kg__representation__prompt_type__temperature_label,kg|representation|prompt_type|temperature_label,kwg,nen,0_shot,temp0.0,,15,15,1.0,4,0.2667,15,1.0,4,0.2667,4,0.2667,118.7333
kg__representation__prompt_type__temperature_label,kg|representation|prompt_type|temperature_label,kwg,nen,0_shot,temp1.0,,15,15,1.0,4,0.2667,15,1.0,4,0.2667,4,0.2667,399.0
kg__representation__prompt_type__temperature_label,kg|representation|prompt_type|temperature_label,kwg,nen,cot,temp0.0,,15,15,1.0,6,0.4,15,1.0,6,0.4,7,0.4667,187.5333
kg__representation__prompt_type__temperature_label,kg|representation|prompt_type|temperature_label,kwg,nen,cot,temp1.0,,15,15,1.0,5,0.3333,15,1.0,5,0.3333,5,0.3333,129.2667
kg__representation__prompt_type__temperature_label,kg|representation|prompt_type|temperature_label,kwg,ttl,0_shot,temp0.0,,15,14,0.9333,5,0.3333,14,0.9333,5,0.3333,5,0.3333,161.4
kg__representation__prompt_type__temperature_label,kg|representation|prompt_type|temperature_label,kwg,ttl,0_shot,temp1.0,,15,15,1.0,6,0.4,15,1.0,6,0.4,7,0.4667,4.0
kg__representation__prompt_type__temperature_label,kg|representation|prompt_type|temperature_label,kwg,ttl,cot,temp0.0,,15,15,1.0,7,0.4667,15,1.0,7,0.4667,7,0.4667,196.6667
kg__representation__prompt_type__temperature_label,kg|representation|prompt_type|temperature_label,kwg,ttl,cot,temp1.0,,15,14,0.9333,9,0.6,14,0.9333,9,0.6,9,0.6,156.4667
kg__representation__prompt_type__temperature_label,kg|representation|prompt_type|temperature_label,kwg_lite,axiom,0_shot,temp0.0,,15,15,1.0,11,0.7333,15,1.0,11,0.7333,11,0.7333,30.3333
kg__representation__prompt_type__temperature_label,kg|representation|prompt_type|temperature_label,kwg_lite,axiom,0_shot,temp1.0,,15,15,1.0,12,0.8,15,1.0,12,0.8,12,0.8,47.8667
kg__representation__prompt_type__temperature_label,kg|representation|prompt_type|temperature_label,kwg_lite,axiom,cot,temp0.0,,15,15,1.0,14,0.9333,15,1.0,14,0.9333,14,0.9333,21.2
kg__representation__prompt_type__temperature_label,kg|representation|prompt_type|temperature_label,kwg_lite,axiom,cot,temp1.0,,15,14,0.9333,14,0.9333,14,0.9333,14,0.9333,14,0.9333,19.6667
kg__representation__prompt_type__temperature_label,kg|representation|prompt_type|temperature_label,kwg_lite,"axiom, nen",0_shot,temp0.0,,15,15,1.0,12,0.8,15,1.0,12,0.8,12,0.8,195.7333
kg__representation__prompt_type__temperature_label,kg|representation|prompt_type|temperature_label,kwg_lite,"axiom, nen",0_shot,temp1.0,,15,15,1.0,10,0.6667,15,1.0,10,0.6667,10,0.6667,172.4
kg__representation__prompt_type__temperature_label,kg|representation|prompt_type|temperature_label,kwg_lite,"axiom, nen",cot,temp0.0,,15,15,1.0,15,1.0,15,1.0,15,1.0,15,1.0,22.4667
kg__representation__prompt_type__temperature_label,kg|representation|prompt_type|temperature_label,kwg_lite,"axiom, nen",cot,temp1.0,,15,15,1.0,15,1.0,15,1.0,15,1.0,15,1.0,18.5333
kg__representation__prompt_type__temperature_label,kg|representation|prompt_type|temperature_label,kwg_lite,nen,0_shot,temp0.0,,15,15,1.0,7,0.4667,15,1.0,7,0.4667,7,0.4667,6.8
kg__representation__prompt_type__temperature_label,kg|representation|prompt_type|temperature_label,kwg_lite,nen,0_shot,temp1.0,,15,15,1.0,10,0.6667,15,1.0,10,0.6667,10,0.6667,53.4
kg__representation__prompt_type__temperature_label,kg|representation|prompt_type|temperature_label,kwg_lite,nen,cot,temp0.0,,15,15,1.0,9,0.6,15,1.0,9,0.6,9,0.6,13.0667
kg__representation__prompt_type__temperature_label,kg|representation|prompt_type|temperature_label,kwg_lite,nen,cot,temp1.0,,15,15,1.0,10,0.6667,15,1.0,10,0.6667,10,0.6667,19.2
kg__representation__prompt_type__temperature_label,kg|representation|prompt_type|temperature_label,kwg_lite,ttl,0_shot,temp0.0,,15,15,1.0,7,0.4667,15,1.0,7,0.4667,7,0.4667,8.4667
kg__representation__prompt_type__temperature_label,kg|representation|prompt_type|temperature_label,kwg_lite,ttl,0_shot,temp1.0,,15,15,1.0,10,0.6667,15,1.0,10,0.6667,10,0.6667,48.8667
kg__representation__prompt_type__temperature_label,kg|representation|prompt_type|temperature_label,kwg_lite,ttl,cot,temp0.0,,15,15,1.0,13,0.8667,15,1.0,13,0.8667,13,0.8667,16.5333
kg__representation__prompt_type__temperature_label,kg|representation|prompt_type|temperature_label,kwg_lite,ttl,cot,temp1.0,,15,15,1.0,13,0.8667,15,1.0,13,0.8667,13,0.8667,16.0667
cq_complexity__representation__prompt_type__temperature_label,cq_complexity|representation|prompt_type|temperature_label,,axiom,0_shot,temp0.0,complex,20,20,1.0,6,0.3,20,1.0,6,0.3,5,0.25,3.5
cq_complexity__representation__prompt_type__temperature_label,cq_complexity|representation|prompt_type|temperature_label,,axiom,0_shot,temp1.0,complex,20,19,0.95,5,0.25,19,0.95,5,0.25,5,0.25,4.5
cq_complexity__representation__prompt_type__temperature_label,cq_complexity|representation|prompt_type|temperature_label,,axiom,cot,temp0.0,complex,20,20,1.0,10,0.5,20,1.0,10,0.5,10,0.5,8.7
cq_complexity__representation__prompt_type__temperature_label,cq_complexity|representation|prompt_type|temperature_label,,axiom,cot,temp1.0,complex,20,19,0.95,10,0.5,19,0.95,10,0.5,10,0.5,10.9
cq_complexity__representation__prompt_type__temperature_label,cq_complexity|representation|prompt_type|temperature_label,,"axiom, nen",0_shot,temp0.0,complex,20,20,1.0,5,0.25,19,0.95,5,0.25,5,0.25,116.55
cq_complexity__representation__prompt_type__temperature_label,cq_complexity|representation|prompt_type|temperature_label,,"axiom, nen",0_shot,temp1.0,complex,20,20,1.0,6,0.3,20,1.0,6,0.3,6,0.3,117.5
cq_complexity__representation__prompt_type__temperature_label,cq_complexity|representation|prompt_type|temperature_label,,"axiom, nen",cot,temp0.0,complex,20,20,1.0,11,0.55,20,1.0,11,0.55,11,0.55,11.2
cq_complexity__representation__prompt_type__temperature_label,cq_complexity|representation|prompt_type|temperature_label,,"axiom, nen",cot,temp1.0,complex,20,20,1.0,10,0.5,20,1.0,10,0.5,10,0.5,8.75
cq_complexity__representation__prompt_type__temperature_label,cq_complexity|representation|prompt_type|temperature_label,,nen,0_shot,temp0.0,complex,20,20,1.0,7,0.35,20,1.0,7,0.35,7,0.35,6.55
cq_complexity__representation__prompt_type__temperature_label,cq_complexity|representation|prompt_type|temperature_label,,nen,0_shot,temp1.0,complex,20,20,1.0,6,0.3,20,1.0,6,0.3,6,0.3,6.0
cq_complexity__representation__prompt_type__temperature_label,cq_complexity|representation|prompt_type|temperature_label,,nen,cot,temp0.0,complex,20,20,1.0,7,0.35,20,1.0,7,0.35,7,0.35,6.45
cq_complexity__representation__prompt_type__temperature_label,cq_complexity|representation|prompt_type|temperature_label,,nen,cot,temp1.0,complex,20,20,1.0,6,0.3,19,0.95,6,0.3,6,0.3,7.4
cq_complexity__representation__prompt_type__temperature_label,cq_complexity|representation|prompt_type|temperature_label,,ttl,0_shot,temp0.0,complex,20,20,1.0,6,0.3,20,1.0,6,0.3,6,0.3,4.55
cq_complexity__representation__prompt_type__temperature_label,cq_complexity|representation|prompt_type|temperature_label,,ttl,0_shot,temp1.0,complex,20,20,1.0,6,0.3,20,1.0,6,0.3,6,0.3,3.5
cq_complexity__representation__prompt_type__temperature_label,cq_complexity|representation|prompt_type|temperature_label,,ttl,cot,temp0.0,complex,20,20,1.0,5,0.25,20,1.0,5,0.25,5,0.25,6.0
cq_complexity__representation__prompt_type__temperature_label,cq_complexity|representation|prompt_type|temperature_label,,ttl,cot,temp1.0,complex,20,18,0.9,5,0.25,18,0.9,5,0.25,5,0.25,6.1
cq_complexity__representation__prompt_type__temperature_label,cq_complexity|representation|prompt_type|temperature_label,,axiom,0_shot,temp0.0,moderate,20,20,1.0,14,0.7,20,1.0,14,0.7,14,0.7,25.25
cq_complexity__representation__prompt_type__temperature_label,cq_complexity|representation|prompt_type|temperature_label,,axiom,0_shot,temp1.0,moderate,20,20,1.0,15,0.75,20,1.0,15,0.75,15,0.75,39.35
cq_complexity__representation__prompt_type__temperature_label,cq_complexity|representation|prompt_type|temperature_label,,axiom,cot,temp0.0,moderate,20,20,1.0,19,0.95,20,1.0,19,0.95,19,0.95,28.6
cq_complexity__representation__prompt_type__temperature_label,cq_complexity|representation|prompt_type|temperature_label,,axiom,cot,temp1.0,moderate,20,20,1.0,18,0.9,20,1.0,18,0.9,18,0.9,26.55
cq_complexity__representation__prompt_type__temperature_label,cq_complexity|representation|prompt_type|temperature_label,,"axiom, nen",0_shot,temp0.0,moderate,20,20,1.0,15,0.75,20,1.0,15,0.75,15,0.75,39.8
cq_complexity__representation__prompt_type__temperature_label,cq_complexity|representation|prompt_type|temperature_label,,"axiom, nen",0_shot,temp1.0,moderate,20,20,1.0,13,0.65,20,1.0,13,0.65,13,0.65,17.75
cq_complexity__representation__prompt_type__temperature_label,cq_complexity|representation|prompt_type|temperature_label,,"axiom, nen",cot,temp0.0,moderate,20,20,1.0,17,0.85,20,1.0,17,0.85,18,0.9,25.45
cq_complexity__representation__prompt_type__temperature_label,cq_complexity|representation|prompt_type|temperature_label,,"axiom, nen",cot,temp1.0,moderate,20,20,1.0,17,0.85,20,1.0,17,0.85,17,0.85,21.0
cq_complexity__representation__prompt_type__temperature_label,cq_complexity|representation|prompt_type|temperature_label,,nen,0_shot,temp0.0,moderate,20,20,1.0,11,0.55,20,1.0,11,0.55,11,0.55,13.05
cq_complexity__representation__prompt_type__temperature_label,cq_complexity|representation|prompt_type|temperature_label,,nen,0_shot,temp1.0,moderate,20,20,1.0,12,0.6,20,1.0,12,0.6,12,0.6,44.05
cq_complexity__representation__prompt_type__temperature_label,cq_complexity|representation|prompt_type|temperature_label,,nen,cot,temp0.0,moderate,20,20,1.0,15,0.75,20,1.0,15,0.75,16,0.8,21.0
cq_complexity__representation__prompt_type__temperature_label,cq_complexity|representation|prompt_type|temperature_label,,nen,cot,temp1.0,moderate,20,20,1.0,16,0.8,20,1.0,16,0.8,16,0.8,26.35
cq_complexity__representation__prompt_type__temperature_label,cq_complexity|representation|prompt_type|temperature_label,,ttl,0_shot,temp0.0,moderate,20,19,0.95,10,0.5,19,0.95,10,0.5,10,0.5,12.35
cq_complexity__representation__prompt_type__temperature_label,cq_complexity|representation|prompt_type|temperature_label,,ttl,0_shot,temp1.0,moderate,20,20,1.0,13,0.65,20,1.0,13,0.65,14,0.7,44.65
cq_complexity__representation__prompt_type__temperature_label,cq_complexity|representation|prompt_type|temperature_label,,ttl,cot,temp0.0,moderate,20,20,1.0,19,0.95,20,1.0,19,0.95,19,0.95,28.45
cq_complexity__representation__prompt_type__temperature_label,cq_complexity|representation|prompt_type|temperature_label,,ttl,cot,temp1.0,moderate,20,20,1.0,19,0.95,20,1.0,19,0.95,19,0.95,29.3
cq_complexity__representation__prompt_type__temperature_label,cq_complexity|representation|prompt_type|temperature_label,,axiom,0_shot,temp0.0,simple,20,20,1.0,19,0.95,20,1.0,19,0.95,19,0.95,21.75
cq_complexity__representation__prompt_type__temperature_label,cq_complexity|representation|prompt_type|temperature_label,,axiom,0_shot,temp1.0,simple,20,20,1.0,18,0.9,20,1.0,18,0.9,18,0.9,185.1
cq_complexity__representation__prompt_type__temperature_label,cq_complexity|representation|prompt_type|temperature_label,,axiom,cot,temp0.0,simple,20,20,1.0,18,0.9,20,1.0,18,0.9,18,0.9,144.45
cq_complexity__representation__prompt_type__temperature_label,cq_complexity|representation|prompt_type|temperature_label,,axiom,cot,temp1.0,simple,20,20,1.0,19,0.95,20,1.0,19,0.95,19,0.95,107.95
cq_complexity__representation__prompt_type__temperature_label,cq_complexity|representation|prompt_type|temperature_label,,"axiom, nen",0_shot,temp0.0,simple,20,20,1.0,17,0.85,20,1.0,17,0.85,17,0.85,98.05
cq_complexity__representation__prompt_type__temperature_label,cq_complexity|representation|prompt_type|temperature_label,,"axiom, nen",0_shot,temp1.0,simple,20,20,1.0,18,0.9,20,1.0,18,0.9,18,0.9,100.55
cq_complexity__representation__prompt_type__temperature_label,cq_complexity|representation|prompt_type|temperature_label,,"axiom, nen",cot,temp0.0,simple,20,20,1.0,18,0.9,20,1.0,18,0.9,18,0.9,179.75
cq_complexity__representation__prompt_type__temperature_label,cq_complexity|representation|prompt_type|temperature_label,,"axiom, nen",cot,temp1.0,simple,20,20,1.0,19,0.95,20,1.0,19,0.95,19,0.95,149.85
cq_complexity__representation__prompt_type__temperature_label,cq_complexity|representation|prompt_type|temperature_label,,nen,0_shot,temp0.0,simple,20,20,1.0,17,0.85,20,1.0,17,0.85,17,0.85,99.6
cq_complexity__representation__prompt_type__temperature_label,cq_complexity|representation|prompt_type|temperature_label,,nen,0_shot,temp1.0,simple,20,20,1.0,18,0.9,20,1.0,18,0.9,18,0.9,310.75
cq_complexity__representation__prompt_type__temperature_label,cq_complexity|representation|prompt_type|temperature_label,,nen,cot,temp0.0,simple,20,20,1.0,18,0.9,20,1.0,18,0.9,18,0.9,147.0
cq_complexity__representation__prompt_type__temperature_label,cq_complexity|representation|prompt_type|temperature_label,,nen,cot,temp1.0,simple,20,20,1.0,17,0.85,20,1.0,17,0.85,17,0.85,100.1
cq_complexity__representation__prompt_type__temperature_label,cq_complexity|representation|prompt_type|temperature_label,,ttl,0_shot,temp0.0,simple,20,20,1.0,15,0.75,20,1.0,15,0.75,15,0.75,129.55
cq_complexity__representation__prompt_type__temperature_label,cq_complexity|representation|prompt_type|temperature_label,,ttl,0_shot,temp1.0,simple,20,20,1.0,16,0.8,20,1.0,16,0.8,16,0.8,10.0
cq_complexity__representation__prompt_type__temperature_label,cq_complexity|representation|prompt_type|temperature_label,,ttl,cot,temp0.0,simple,20,20,1.0,17,0.85,20,1.0,17,0.85,17,0.85,144.95
cq_complexity__representation__prompt_type__temperature_label,cq_complexity|representation|prompt_type|temperature_label,,ttl,cot,temp1.0,simple,20,20,1.0,19,0.95,20,1.0,19,0.95,19,0.95,113.0
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,core_scholar_rich,axiom,0_shot,temp0.0,complex,5,5,1.0,3,0.6,5,1.0,3,0.6,2,0.4,6.0
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,core_scholar_rich,axiom,0_shot,temp1.0,complex,5,5,1.0,3,0.6,5,1.0,3,0.6,3,0.6,8.0
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,core_scholar_rich,axiom,cot,temp0.0,complex,5,5,1.0,3,0.6,5,1.0,3,0.6,3,0.6,6.2
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,core_scholar_rich,axiom,cot,temp1.0,complex,5,5,1.0,3,0.6,5,1.0,3,0.6,3,0.6,6.2
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,core_scholar_rich,"axiom, nen",0_shot,temp0.0,complex,5,5,1.0,3,0.6,5,1.0,3,0.6,3,0.6,8.2
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,core_scholar_rich,"axiom, nen",0_shot,temp1.0,complex,5,5,1.0,3,0.6,5,1.0,3,0.6,3,0.6,8.0
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,core_scholar_rich,"axiom, nen",cot,temp0.0,complex,5,5,1.0,3,0.6,5,1.0,3,0.6,3,0.6,8.2
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,core_scholar_rich,"axiom, nen",cot,temp1.0,complex,5,5,1.0,3,0.6,5,1.0,3,0.6,3,0.6,10.0
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,core_scholar_rich,nen,0_shot,temp0.0,complex,5,5,1.0,3,0.6,5,1.0,3,0.6,3,0.6,8.2
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,core_scholar_rich,nen,0_shot,temp1.0,complex,5,5,1.0,3,0.6,5,1.0,3,0.6,3,0.6,8.0
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,core_scholar_rich,nen,cot,temp0.0,complex,5,5,1.0,3,0.6,5,1.0,3,0.6,3,0.6,10.0
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,core_scholar_rich,nen,cot,temp1.0,complex,5,5,1.0,3,0.6,5,1.0,3,0.6,3,0.6,10.0
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,core_scholar_rich,ttl,0_shot,temp0.0,complex,5,5,1.0,1,0.2,5,1.0,1,0.2,1,0.2,2.0
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,core_scholar_rich,ttl,0_shot,temp1.0,complex,5,5,1.0,3,0.6,5,1.0,3,0.6,3,0.6,8.0
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,core_scholar_rich,ttl,cot,temp0.0,complex,5,5,1.0,2,0.4,5,1.0,2,0.4,2,0.4,6.0
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,core_scholar_rich,ttl,cot,temp1.0,complex,5,4,0.8,1,0.2,4,0.8,1,0.2,1,0.2,2.0
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,core_scholar_rich,axiom,0_shot,temp0.0,moderate,5,5,1.0,5,1.0,5,1.0,5,1.0,5,1.0,24.0
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,core_scholar_rich,axiom,0_shot,temp1.0,moderate,5,5,1.0,5,1.0,5,1.0,5,1.0,5,1.0,24.0
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,core_scholar_rich,axiom,cot,temp0.0,moderate,5,5,1.0,5,1.0,5,1.0,5,1.0,5,1.0,24.0
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,core_scholar_rich,axiom,cot,temp1.0,moderate,5,5,1.0,5,1.0,5,1.0,5,1.0,5,1.0,22.0
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,core_scholar_rich,"axiom, nen",0_shot,temp0.0,moderate,5,5,1.0,5,1.0,5,1.0,5,1.0,5,1.0,28.0
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,core_scholar_rich,"axiom, nen",0_shot,temp1.0,moderate,5,5,1.0,5,1.0,5,1.0,5,1.0,5,1.0,18.0
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,core_scholar_rich,"axiom, nen",cot,temp0.0,moderate,5,5,1.0,5,1.0,5,1.0,5,1.0,5,1.0,22.0
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,core_scholar_rich,"axiom, nen",cot,temp1.0,moderate,5,5,1.0,5,1.0,5,1.0,5,1.0,5,1.0,24.0
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,core_scholar_rich,nen,0_shot,temp0.0,moderate,5,5,1.0,5,1.0,5,1.0,5,1.0,5,1.0,26.0
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,core_scholar_rich,nen,0_shot,temp1.0,moderate,5,5,1.0,5,1.0,5,1.0,5,1.0,5,1.0,26.0
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,core_scholar_rich,nen,cot,temp0.0,moderate,5,5,1.0,5,1.0,5,1.0,5,1.0,5,1.0,24.0
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,core_scholar_rich,nen,cot,temp1.0,moderate,5,5,1.0,5,1.0,5,1.0,5,1.0,5,1.0,22.0
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,core_scholar_rich,ttl,0_shot,temp0.0,moderate,5,5,1.0,4,0.8,5,1.0,4,0.8,4,0.8,18.0
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,core_scholar_rich,ttl,0_shot,temp1.0,moderate,5,5,1.0,4,0.8,5,1.0,4,0.8,4,0.8,20.0
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,core_scholar_rich,ttl,cot,temp0.0,moderate,5,5,1.0,5,1.0,5,1.0,5,1.0,5,1.0,22.0
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,core_scholar_rich,ttl,cot,temp1.0,moderate,5,5,1.0,4,0.8,5,1.0,4,0.8,4,0.8,18.0
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,core_scholar_rich,axiom,0_shot,temp0.0,simple,5,5,1.0,5,1.0,5,1.0,5,1.0,5,1.0,16.0
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,core_scholar_rich,axiom,0_shot,temp1.0,simple,5,5,1.0,5,1.0,5,1.0,5,1.0,5,1.0,20.0
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,core_scholar_rich,axiom,cot,temp0.0,simple,5,5,1.0,5,1.0,5,1.0,5,1.0,5,1.0,20.0
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,core_scholar_rich,axiom,cot,temp1.0,simple,5,5,1.0,5,1.0,5,1.0,5,1.0,5,1.0,22.0
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,core_scholar_rich,"axiom, nen",0_shot,temp0.0,simple,5,5,1.0,4,0.8,5,1.0,4,0.8,4,0.8,14.0
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,core_scholar_rich,"axiom, nen",0_shot,temp1.0,simple,5,5,1.0,5,1.0,5,1.0,5,1.0,5,1.0,20.0
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,core_scholar_rich,"axiom, nen",cot,temp0.0,simple,5,5,1.0,4,0.8,5,1.0,4,0.8,4,0.8,18.0
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,core_scholar_rich,"axiom, nen",cot,temp1.0,simple,5,5,1.0,5,1.0,5,1.0,5,1.0,5,1.0,20.0
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,core_scholar_rich,nen,0_shot,temp0.0,simple,5,5,1.0,5,1.0,5,1.0,5,1.0,5,1.0,16.0
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,core_scholar_rich,nen,0_shot,temp1.0,simple,5,5,1.0,5,1.0,5,1.0,5,1.0,5,1.0,16.0
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,core_scholar_rich,nen,cot,temp0.0,simple,5,5,1.0,5,1.0,5,1.0,5,1.0,5,1.0,20.0
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,core_scholar_rich,nen,cot,temp1.0,simple,5,5,1.0,5,1.0,5,1.0,5,1.0,5,1.0,22.0
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,core_scholar_rich,ttl,0_shot,temp0.0,simple,5,5,1.0,4,0.8,5,1.0,4,0.8,4,0.8,18.0
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,core_scholar_rich,ttl,0_shot,temp1.0,simple,5,5,1.0,4,0.8,5,1.0,4,0.8,4,0.8,14.0
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,core_scholar_rich,ttl,cot,temp0.0,simple,5,5,1.0,4,0.8,5,1.0,4,0.8,4,0.8,18.0
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,core_scholar_rich,ttl,cot,temp1.0,simple,5,5,1.0,5,1.0,5,1.0,5,1.0,5,1.0,20.0
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,core_scholar_shallow,axiom,0_shot,temp0.0,complex,5,5,1.0,1,0.2,5,1.0,1,0.2,1,0.2,4.0
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,core_scholar_shallow,axiom,0_shot,temp1.0,complex,5,4,0.8,0,0.0,4,0.8,0,0.0,0,0.0,0.0
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,core_scholar_shallow,axiom,cot,temp0.0,complex,5,5,1.0,2,0.4,5,1.0,2,0.4,2,0.4,6.0
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,core_scholar_shallow,axiom,cot,temp1.0,complex,5,5,1.0,2,0.4,5,1.0,2,0.4,2,0.4,6.0
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,core_scholar_shallow,"axiom, nen",0_shot,temp0.0,complex,5,5,1.0,0,0.0,4,0.8,0,0.0,0,0.0,0.0
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,core_scholar_shallow,"axiom, nen",0_shot,temp1.0,complex,5,5,1.0,1,0.2,5,1.0,1,0.2,1,0.2,4.0
kg__cq_complexity__representation__prompt_type__temperature_label,kg|cq_complexity|representation|prompt_type|temperature_label,core_scholar_shallow,"axiom, nen",cot,temp0.0,complex,5,5,1.0,2,0.4,5,1.0,2,0.4,2,0.4,6.0
